ResponseId,country,hate_definition,translated_hate_definition,translated_hate_definition_cleaned
R_3sjpZAz3S2z8KFb,phl,"Naglalaman ng pagbabanta, mas mababa ang tingin sa mga taong nabibilang sa isang grupo o relihiyon. Kawalan ng respeto.","Contains threats, less than people who belong to a group or religion.Lack of respect.","Contains threats, less than people who belong to a group or religion.Lack of respect."
R_3HjBK2if2jRFSr0,phl,"Ito ay isang hate speech kung pwedeng makapaminsala sa tao o grupo Ng nagpopost lalo na kung ito ay fake news basta makapanira lng.marami dto nian sa Pilipinas mga bulaang vloggers na Pro Marcos,binabago ang kasaysayan ng Pilipinas.",This is a hate speech if it can be harmful to the person or group of posts especially if it is fake news as long as it can ruin it.,This is a hate speech if it can be harmful to the person or group of posts especially if it is fake news as long as it can ruin it.
R_3QRIHDl1sE4m1MA,phl,Ang hate speech ay ang pagsasabi ng hindi maganda at kasuklam suklam na mga mensahe sa ibang tao kahit wala namang ginagawang masama sa iyo ang tao na iyon.,The hate speech is to say bad and disgusting messages to other people even when nothing is doing that person to you.,The hate speech is to say bad and disgusting messages to other people even when nothing is doing that person to you.
R_u48rBOS2ZyZE081,phl,"Hate speech = Clear targeted hate towards people for their sex, race, gender, sexual orientation, occupation, origin, religion, anything in their background, etc.","Hate speech = Clear targeted hate towards people for their sex, race, gender, sexual orientation, occupation, origin, religion, anything in their background, etc.","Hate speech = Clear targeted hate towards people for their sex, race, gender, sexual orientation, occupation, origin, religion, anything in their background, etc."
R_2EjjZdOKP2zjibS,phl,Ang hate speech ay isang pahayag na maaring mag bigay ng agam agam at negatibong reaksiyon sa iba pang mga gumagamit ng soc med at makapag papalala sa sitwasyun.,The hate speech is a statement that can provide agam agam and negative reactions to other SOC med users and exacerbate the situation.,The hate speech is a statement that can provide agam agam and negative reactions to other SOC med users and exacerbate the situation.
R_3PSrvPCpmhHcva6,phl,"Contains threats, insults or persoal attacks withoutaddressing the issue.

They can dis agree with others but  no personal attacks","Contains threats, insults or personal attacks without addressing the issue.
They can dis agree with others but no personal attacks","Contains threats, insults or personal attacks without addressing the issue. They can dis agree with others but no personal attacks"
R_sMw9pacCcEX84sV,phl,"Ito ay isang uri ng pananalita na masakit at hindi maganda pakinngan o basahin. Para sa akin minsan ang mga hate speech ay papansin lamang sa social media, sila ang mga tao wala din magawa sa buhay kundi magbash nang magbash ng ibang tao. Mga taong wala laman, maingay pero wala laman parang lata.","This is a kind of speech that is painful and poorly read or read.For me sometimes hate speeches will only be ignored on social media, they are the people who have nothing to do with life but to make fun of other people.It's empty, noisy but it's not like cans.","This is a kind of speech that is painful and poorly read or read.For me sometimes hate speeches will only be ignored on social media, they are the people who have nothing to do with life but to make fun of other people.It's empty, noisy but it's not like cans."
R_1qUuaYEINiohZJU,phl,"Para sa aking sariling pananaw.Ang Hate Speech,ay isang uri ng pananalita online o komentong may masasakit at mapagbantang pananalita laban sa isang partikular na indibidwal o user.","For my own perspective. The hate speech, is a form of speech online or commentary with painful and threatening words against a particular individual or user.","For my own perspective. The hate speech, is a form of speech online or commentary with painful and threatening words against a particular individual or user."
R_1lluvzqC5DghEAR,phl,"Ito ang personal na pag atake sa kinabibilangang antas ng pamumuhay, antas ng pinag-aralan, kasarian, paniniwalang politkal, relihiyon o paniniwalang ukol sa Diyos, lahi, at iba pang katulad nito. Na madalas ay may mapanlait o labis na nakasasakit ng damdamin na mga pananalita.","This is a personal attack on the basic level of life, level of education, gender, political beliefs, religion or beliefs of God, race, and others.Which often has insulting or extremely painful words.","This is a personal attack on the basic level of life, level of education, gender, political beliefs, religion or beliefs of God, race, and others.Which often has insulting or extremely painful words."
R_1dmGOBFUzIeoDMj,phl,"My personal interpretation of hate speech is, those kind of comments or posts, that is referring to certain group or people telling them negative things or everything that could be bad for those group/people.","My personal interpretation of hate speech is, those kind of comments or posts, that is referring to certain group or people telling them negative things or everything that could be bad for those group/people.","My personal interpretation of hate speech is, those kind of comments or posts, that is referring to certain group or people telling them negative things or everything that could be bad for those group/people."
R_22WfhKdcLrrzbFx,phl,"For me, hate speech is a statement that a person used against someone when s/he is already losing an argument or s/he is incapable of intellectual conversation or exchange of ideas.","For me, hate speech is a statement that a person used against someone when s/he is already losing an argument or s/he is incapable of intellectual conversation or exchange of ideas.","For me, hate speech is a statement that a person used against someone when s/he is already losing an argument or s/he is incapable of intellectual conversation or exchange of ideas."
R_3IYxv7RGeTntBer,phl,"Kung ang sinasabi ay laban sa pagkatao, kulay, kasarian, atbp. At nilalahukan na ng kapahamakan ng pinagsasabihan.","If it is said to be against personality, color, sex, etc.And the harm of the saying is already involved.","If it is said to be against personality, color, sex, etc.And the harm of the saying is already involved."
R_2Wvy0ToXKXnTTsD,phl,"Hate speech may contain dangerous or harming threat to anyone even the moderator was affected. Pasensya na, mahirap sabihin sa filipino ang aking paliwanag.","Hate speech may contain dangerous or harming threat to anyone even the moderator was affected.Sorry, it's hard to tell the Filipino my explanation.","Hate speech may contain dangerous or harming threat to anyone even the moderator was affected.Sorry, it's hard to tell the Filipino my explanation."
R_1pxSKCvyIoT2X8N,phl,Kapag wala naman itong rational o experiential basis at basta na lang pinagmumukhang masama ang bagay o mga taong gusto nitong i-hate. Kapag nakakalimutan nitong may mga karapatang masasagasaan kung ang speech na ito ay magiging basis ng mga batas o panuntunin.,When it does not have a rational or experienced basis and it just looks like bad things or people they want to hate.When it forgets that there are rights that can be done if this speech will be the basis of laws or guidelines.,When it does not have a rational or experienced basis and it just looks like bad things or people they want to hate.When it forgets that there are rights that can be done if this speech will be the basis of laws or guidelines.
R_2fJueGyIguHq8Ay,phl,Kung ito ay ay may direktang pagbabanta ng pananakitsa isang taong  o grupo ng mga taong nagpahayag ng opinyon na hindi sina-sangayunan ng nagba-banta,If it has a direct threat of a person or a group of people who expressed the opinion that the warner was not in charge of,If it has a direct threat of a person or a group of people who expressed the opinion that the warner was not in charge of
