ResponseId,country,hate_definition,hate_definition_cleaned
R_zVw28hPCubsJ9st,phleng,"1. Insulting some one personally
2. Not disagreeing civily instead target other person
3. Expecting or hoping and sayin that something bad should happen to another person
Etc",1. Insulting some one personally 2. Not disagreeing civily instead target other person 3. Expecting or hoping and sayin that something bad should happen to another person Etc
R_2fdqHrhtDFPBW8L,phleng,Your survey does not offer enough options on some conversations..but hate speech to me is a lot more over the top most of the ones you speak about are mild.. Hate speech is threatening harm to someone ..or justifying like the nazies. This is hate speech,Your survey does not offer enough options on some conversations..but hate speech to me is a lot more over the top most of the ones you speak about are mild.. Hate speech is threatening harm to someone ..or justifying like the nazies. This is hate speech
R_3isfiehOBwDJ3Gq,phleng,"Any kind of intentional harm to any person who does not support your thoughts..
People should be allowed to have their own thoughts
",Any kind of intentional harm to any person who does not support your thoughts.. People should be allowed to have their own thoughts 
R_3PjogvK6yim5j1s,phleng,"1. If an opinion threatens or harms the well being of a person or family or business.
2. If an opinion instigates others to follow spreads it
",1. If an opinion threatens or harms the well being of a person or family or business. 2. If an opinion instigates others to follow spreads it 
R_brBtYtvPsCRr54Z,phleng,"Hate speech is an artificial concept. Everybody in the world hates something or somebody, it is just a fact of life. A hate crime is just like an ordinary crime, but the phrase hate somehow is meant to make it worse. If you are murdered , it matters not if it was hate crime as you are still dead.","Hate speech is an artificial concept. Everybody in the world hates something or somebody, it is just a fact of life. A hate crime is just like an ordinary crime, but the phrase hate somehow is meant to make it worse. If you are murdered , it matters not if it was hate crime as you are still dead."
R_9LBYakob63Dfqz7,phleng,"Hate speach it self means speach with hate and the people who have hated me. Never said a thing they just played to hurt me repeatedly. Not by hate speach but by being nice to know my weakness and play with it, to hurt. Hate speach may be a response to those who are not affected or to those who dont listen. It could be positive or negative. Depends on root cause of hate speach. Everyone has their own story.","Hate speach it self means speach with hate and the people who have hated me. Never said a thing they just played to hurt me repeatedly. Not by hate speach but by being nice to know my weakness and play with it, to hurt. Hate speach may be a response to those who are not affected or to those who dont listen. It could be positive or negative. Depends on root cause of hate speach. Everyone has their own story."
R_1kF9i2u6mpvDV8h,phleng,"Hate Speech: Using words or expressions that display/promote zero tolerance against any person or community 

What truly matters is the intention of the person/community involving in such a speech",Hate Speech: Using words or expressions that display/promote zero tolerance against any person or community   What truly matters is the intention of the person/community involving in such a speech
R_3iXcY55DB8tEnNW,phleng,Hate speech would be when there's a specific group of people are targeted and harassed for no credible reason,Hate speech would be when there's a specific group of people are targeted and harassed for no credible reason
R_3kgI3OUhwXaEkoA,phleng,"A language that threatens, ridicules, downgrades, humiliates or put another person to shame is hate speech.","A language that threatens, ridicules, downgrades, humiliates or put another person to shame is hate speech."
R_BG5eg7kQLxomGid,phleng,"Anything that attacks a person because of their race, caste, gender, beliefs, religion, sexual orientation etc. Facts and truth should suffice to make a point - one shouldn't have to degrade the people for their identity or opinions, provided, that the identity and/or opinion in question themselves aren't oppressive or harmful to another's rights.","Anything that attacks a person because of their race, caste, gender, beliefs, religion, sexual orientation etc. Facts and truth should suffice to make a point - one shouldn't have to degrade the people for their identity or opinions, provided, that the identity and/or opinion in question themselves aren't oppressive or harmful to another's rights."
R_1LRnKwXacVw2NFg,phleng,"one that directly spews hateful and harmful statements  - trying to raise emotional outrage targeted at someone else.

A bad joke, sarcasm, different stance does NOT automatically constitute ‘hate’.","one that directly spews hateful and harmful statements  - trying to raise emotional outrage targeted at someone else.  A bad joke, sarcasm, different stance does NOT automatically constitute ‘hate’."
R_PMAmGZHJRYpCxdT,phleng,"Hate speech are those that advocate for crime and violation against universal right, against Human Rights, against God's commandment, against civil rights, against human welfare and against the natural order of things.","Hate speech are those that advocate for crime and violation against universal right, against Human Rights, against God's commandment, against civil rights, against human welfare and against the natural order of things."
